Year,구분,A. 시도,B. 시군구,Value
2005,주택-전세,4.경기도,평택시,65.2
2006,주택-전세,4.경기도,평택시,71
2007,주택-전세,4.경기도,평택시,73.4
2008,주택-전세,4.경기도,평택시,75.4
2009,주택-전세,4.경기도,평택시,76
2010,주택-전세,4.경기도,평택시,79.3
2011,주택-전세,4.경기도,평택시,89
2012,주택-전세,4.경기도,평택시,91.1
2013,주택-전세,4.경기도,평택시,91.7
2014,주택-전세,4.경기도,평택시,93.9
2015,주택-전세,4.경기도,평택시,97.3
2016,주택-전세,4.경기도,평택시,99
2017,주택-전세,4.경기도,평택시,98.8
2018,주택-전세,4.경기도,평택시,92.5
2019,주택-전세,4.경기도,평택시,88.8
2020,주택-전세,4.경기도,평택시,94.1
2021,주택-전세,4.경기도,평택시,105.4
2012,주택-전세,4.경기도,포천시,88.5
2013,주택-전세,4.경기도,포천시,92.7
2014,주택-전세,4.경기도,포천시,94
2015,주택-전세,4.경기도,포천시,97.5
2016,주택-전세,4.경기도,포천시,99.3
2017,주택-전세,4.경기도,포천시,100.8
2018,주택-전세,4.경기도,포천시,99.5
2019,주택-전세,4.경기도,포천시,98.8
2020,주택-전세,4.경기도,포천시,99.1
2021,주택-전세,4.경기도,포천시,102.1
2003,주택-전세,4.경기도,하남시,45.1
2004,주택-전세,4.경기도,하남시,36.2
2005,주택-전세,4.경기도,하남시,44.1
2006,주택-전세,4.경기도,하남시,48.1
2007,주택-전세,4.경기도,하남시,46.8
2008,주택-전세,4.경기도,하남시,42.8
2009,주택-전세,4.경기도,하남시,50.3
2010,주택-전세,4.경기도,하남시,55.6
2011,주택-전세,4.경기도,하남시,65.8
2012,주택-전세,4.경기도,하남시,68.5
2013,주택-전세,4.경기도,하남시,72.2
2014,주택-전세,4.경기도,하남시,74.4
2015,주택-전세,4.경기도,하남시,83.8
2016,주택-전세,4.경기도,하남시,83.1
2017,주택-전세,4.경기도,하남시,84.8
2018,주택-전세,4.경기도,하남시,79.4
2019,주택-전세,4.경기도,하남시,84.6
2020,주택-전세,4.경기도,하남시,100.3
2021,주택-전세,4.경기도,하남시,104.6
2003,주택-전세,4.경기도,화성시,59.3
2004,주택-전세,4.경기도,화성시,50.8
2005,주택-전세,4.경기도,화성시,54.6
2006,주택-전세,4.경기도,화성시,60.4
2007,주택-전세,4.경기도,화성시,58.3
2008,주택-전세,4.경기도,화성시,57
2009,주택-전세,4.경기도,화성시,60.3
2010,주택-전세,4.경기도,화성시,63.9
2011,주택-전세,4.경기도,화성시,75
2012,주택-전세,4.경기도,화성시,75.9
2013,주택-전세,4.경기도,화성시,82.9
2014,주택-전세,4.경기도,화성시,90.3
2015,주택-전세,4.경기도,화성시,91.7
2016,주택-전세,4.경기도,화성시,93
2017,주택-전세,4.경기도,화성시,93
2018,주택-전세,4.경기도,화성시,89.6
2019,주택-전세,4.경기도,화성시,88.4
2020,주택-전세,4.경기도,화성시,97.5
2021,주택-전세,4.경기도,화성시,104.7
2015,주택-월세,0.전국,,102.4
2016,주택-월세,0.전국,,101.7
2017,주택-월세,0.전국,,101.1
2018,주택-월세,0.전국,,100.2
2019,주택-월세,0.전국,,99.5
2020,주택-월세,0.전국,,99.6
2021,주택-월세,0.전국,,101.3
2015,주택-월세,1.수도권,,101.5
2016,주택-월세,1.수도권,,100.8
2017,주택-월세,1.수도권,,100.5
2018,주택-월세,1.수도권,,100.3
2019,주택-월세,1.수도권,,99.8
2020,주택-월세,1.수도권,,99.7
2021,주택-월세,1.수도권,,101.6
2015,주택-월세,2.서울특별시,,102.3
2016,주택-월세,2.서울특별시,,101.4
2017,주택-월세,2.서울특별시,,100.6
2018,주택-월세,2.서울특별시,,100.2
2019,주택-월세,2.서울특별시,,100
2020,주택-월세,2.서울특별시,,99.9
2021,주택-월세,2.서울특별시,,101.1
2015,주택-월세,2.서울특별시,강남구,103.8
2016,주택-월세,2.서울특별시,강남구,102.2
2017,주택-월세,2.서울특별시,강남구,101.2
2018,주택-월세,2.서울특별시,강남구,100.9
2019,주택-월세,2.서울특별시,강남구,100.3
2020,주택-월세,2.서울특별시,강남구,99.7
2021,주택-월세,2.서울특별시,강남구,101
2015,주택-월세,2.서울특별시,강동구,104.1
2016,주택-월세,2.서울특별시,강동구,101.1
2017,주택-월세,2.서울특별시,강동구,99.1
2018,주택-월세,2.서울특별시,강동구,99.2
2019,주택-월세,2.서울특별시,강동구,99.6
2020,주택-월세,2.서울특별시,강동구,99.6
2021,주택-월세,2.서울특별시,강동구,104.6
2015,주택-월세,2.서울특별시,강북구,101.5
2016,주택-월세,2.서울특별시,강북구,101.2
2017,주택-월세,2.서울특별시,강북구,100.9
2018,주택-월세,2.서울특별시,강북구,100.6
2019,주택-월세,2.서울특별시,강북구,100.6
2020,주택-월세,2.서울특별시,강북구,100.1
2021,주택-월세,2.서울특별시,강북구,102.1
2015,주택-월세,2.서울특별시,강서구,102.2
2016,주택-월세,2.서울특별시,강서구,101.7
2017,주택-월세,2.서울특별시,강서구,101.1
2018,주택-월세,2.서울특별시,강서구,100.2
2019,주택-월세,2.서울특별시,강서구,100.1
2020,주택-월세,2.서울특별시,강서구,100
2021,주택-월세,2.서울특별시,강서구,98.4
2015,주택-월세,2.서울특별시,관악구,102
2016,주택-월세,2.서울특별시,관악구,101.6
2017,주택-월세,2.서울특별시,관악구,100.5
2018,주택-월세,2.서울특별시,관악구,100.5
2019,주택-월세,2.서울특별시,관악구,100
2020,주택-월세,2.서울특별시,관악구,100
2021,주택-월세,2.서울특별시,관악구,100.1
2015,주택-월세,2.서울특별시,광진구,102.4
2016,주택-월세,2.서울특별시,광진구,101.9
2017,주택-월세,2.서울특별시,광진구,101.2
2018,주택-월세,2.서울특별시,광진구,100.9
2019,주택-월세,2.서울특별시,광진구,100.5
2020,주택-월세,2.서울특별시,광진구,99.9
2021,주택-월세,2.서울특별시,광진구,100.4
2015,주택-월세,2.서울특별시,구로구,102
2016,주택-월세,2.서울특별시,구로구,101.7
2017,주택-월세,2.서울특별시,구로구,100.8
2018,주택-월세,2.서울특별시,구로구,100.4
2019,주택-월세,2.서울특별시,구로구,100.7
2020,주택-월세,2.서울특별시,구로구,100.2
2021,주택-월세,2.서울특별시,구로구,100.2
2015,주택-월세,2.서울특별시,금천구,101.9
2016,주택-월세,2.서울특별시,금천구,101.3
2017,주택-월세,2.서울특별시,금천구,100.8
2018,주택-월세,2.서울특별시,금천구,100.1
2019,주택-월세,2.서울특별시,금천구,99.9
2020,주택-월세,2.서울특별시,금천구,99.9
2021,주택-월세,2.서울특별시,금천구,99.8
2015,주택-월세,2.서울특별시,노원구,101
2016,주택-월세,2.서울특별시,노원구,100.5
2017,주택-월세,2.서울특별시,노원구,100.4
2018,주택-월세,2.서울특별시,노원구,100.1
2019,주택-월세,2.서울특별시,노원구,100
2020,주택-월세,2.서울특별시,노원구,100.1
2021,주택-월세,2.서울특별시,노원구,101.1
2015,주택-월세,2.서울특별시,도봉구,101
2016,주택-월세,2.서울특별시,도봉구,100.3
2017,주택-월세,2.서울특별시,도봉구,99.8
2018,주택-월세,2.서울특별시,도봉구,99.4
2019,주택-월세,2.서울특별시,도봉구,99.5
2020,주택-월세,2.서울특별시,도봉구,99.5
2021,주택-월세,2.서울특별시,도봉구,101.5
2015,주택-월세,2.서울특별시,동대문구,101.3
2016,주택-월세,2.서울특별시,동대문구,100.7
2017,주택-월세,2.서울특별시,동대문구,100.1
2018,주택-월세,2.서울특별시,동대문구,100
2019,주택-월세,2.서울특별시,동대문구,99.8
2020,주택-월세,2.서울특별시,동대문구,99.9
2021,주택-월세,2.서울특별시,동대문구,102.7
2015,주택-월세,2.서울특별시,동작구,102.4
2016,주택-월세,2.서울특별시,동작구,101.7
2017,주택-월세,2.서울특별시,동작구,100.4
2018,주택-월세,2.서울특별시,동작구,99.4
2019,주택-월세,2.서울특별시,동작구,99.9
2020,주택-월세,2.서울특별시,동작구,99.8
2021,주택-월세,2.서울특별시,동작구,101.7
2015,주택-월세,2.서울특별시,마포구,100.9
2016,주택-월세,2.서울특별시,마포구,99.6
2017,주택-월세,2.서울특별시,마포구,99
2018,주택-월세,2.서울특별시,마포구,99.3
2019,주택-월세,2.서울특별시,마포구,99.1
2020,주택-월세,2.서울특별시,마포구,98.8
2021,주택-월세,2.서울특별시,마포구,100.6
2015,주택-월세,2.서울특별시,서대문구,101.7
2016,주택-월세,2.서울특별시,서대문구,100.4
2017,주택-월세,2.서울특별시,서대문구,99.9
2018,주택-월세,2.서울특별시,서대문구,99.9
2019,주택-월세,2.서울특별시,서대문구,100
2020,주택-월세,2.서울특별시,서대문구,99.9
2021,주택-월세,2.서울특별시,서대문구,100.2
2015,주택-월세,2.서울특별시,서초구,101.9
2016,주택-월세,2.서울특별시,서초구,100.3
2017,주택-월세,2.서울특별시,서초구,100
2018,주택-월세,2.서울특별시,서초구,100.3
2019,주택-월세,2.서울특별시,서초구,100.5
2020,주택-월세,2.서울특별시,서초구,100.2
2021,주택-월세,2.서울특별시,서초구,103.4
2015,주택-월세,2.서울특별시,성동구,101.5
2016,주택-월세,2.서울특별시,성동구,100.7
2017,주택-월세,2.서울특별시,성동구,99.5
2018,주택-월세,2.서울특별시,성동구,99.5
2019,주택-월세,2.서울특별시,성동구,99.5
2020,주택-월세,2.서울특별시,성동구,99.7
2021,주택-월세,2.서울특별시,성동구,101.8
2015,주택-월세,2.서울특별시,성북구,102.7
2016,주택-월세,2.서울특별시,성북구,101.5
2017,주택-월세,2.서울특별시,성북구,100.9
2018,주택-월세,2.서울특별시,성북구,100.1
2019,주택-월세,2.서울특별시,성북구,99.9
2020,주택-월세,2.서울특별시,성북구,99.9
2021,주택-월세,2.서울특별시,성북구,100.7
2015,주택-월세,2.서울특별시,송파구,103.7
2016,주택-월세,2.서울특별시,송파구,103.4
2017,주택-월세,2.서울특별시,송파구,101.8
2018,주택-월세,2.서울특별시,송파구,101.3
2019,주택-월세,2.서울특별시,송파구,100.8
2020,주택-월세,2.서울특별시,송파구,100.4
2021,주택-월세,2.서울특별시,송파구,101.1
2015,주택-월세,2.서울특별시,양천구,106.4
2016,주택-월세,2.서울특별시,양천구,104.4
2017,주택-월세,2.서울특별시,양천구,103.3
2018,주택-월세,2.서울특별시,양천구,101.2
2019,주택-월세,2.서울특별시,양천구,100.1
2020,주택-월세,2.서울특별시,양천구,99.9
2021,주택-월세,2.서울특별시,양천구,102.4
2015,주택-월세,2.서울특별시,영등포구,101.9
2016,주택-월세,2.서울특별시,영등포구,100.9
2017,주택-월세,2.서울특별시,영등포구,100.2
2018,주택-월세,2.서울특별시,영등포구,100.5
2019,주택-월세,2.서울특별시,영등포구,100.1
2020,주택-월세,2.서울특별시,영등포구,100
2021,주택-월세,2.서울특별시,영등포구,100.4
2015,주택-월세,2.서울특별시,용산구,100.8
2016,주택-월세,2.서울특별시,용산구,100.3
2017,주택-월세,2.서울특별시,용산구,99.8
2018,주택-월세,2.서울특별시,용산구,99.7
2019,주택-월세,2.서울특별시,용산구,99.6
2020,주택-월세,2.서울특별시,용산구,99.7
2021,주택-월세,2.서울특별시,용산구,100.5
2015,주택-월세,2.서울특별시,은평구,101.5
2016,주택-월세,2.서울특별시,은평구,100.8
2017,주택-월세,2.서울특별시,은평구,100
2018,주택-월세,2.서울특별시,은평구,99.5
2019,주택-월세,2.서울특별시,은평구,99.5
2020,주택-월세,2.서울특별시,은평구,99.7
2021,주택-월세,2.서울특별시,은평구,100.1
2015,주택-월세,2.서울특별시,종로구,102.1
2016,주택-월세,2.서울특별시,종로구,101.6
2017,주택-월세,2.서울특별시,종로구,100.3
2018,주택-월세,2.서울특별시,종로구,99.4
2019,주택-월세,2.서울특별시,종로구,99.3
2020,주택-월세,2.서울특별시,종로구,99.7
2021,주택-월세,2.서울특별시,종로구,100.7
2015,주택-월세,2.서울특별시,중구,101.6
2016,주택-월세,2.서울특별시,중구,100.8
2017,주택-월세,2.서울특별시,중구,100.3
2018,주택-월세,2.서울특별시,중구,100.2
2019,주택-월세,2.서울특별시,중구,100
2020,주택-월세,2.서울특별시,중구,100
2021,주택-월세,2.서울특별시,중구,101
2015,주택-월세,2.서울특별시,중랑구,101.3
2016,주택-월세,2.서울특별시,중랑구,100.9
2017,주택-월세,2.서울특별시,중랑구,100.6
2018,주택-월세,2.서울특별시,중랑구,100.5
2019,주택-월세,2.서울특별시,중랑구,100.6
2020,주택-월세,2.서울특별시,중랑구,100.3
2021,주택-월세,2.서울특별시,중랑구,100.7
2015,주택-월세,3.인천광역시,,99.9
2016,주택-월세,3.인천광역시,,99.9
2017,주택-월세,3.인천광역시,,99.9
2018,주택-월세,3.인천광역시,,99.8
2019,주택-월세,3.인천광역시,,99.2
2020,주택-월세,3.인천광역시,,99
2021,주택-월세,3.인천광역시,,102.2
2015,주택-월세,3.인천광역시,계양구,100.7
2016,주택-월세,3.인천광역시,계양구,100.8
2017,주택-월세,3.인천광역시,계양구,101.2
2018,주택-월세,3.인천광역시,계양구,101.1
2019,주택-월세,3.인천광역시,계양구,100.7
2020,주택-월세,3.인천광역시,계양구,100.2
2021,주택-월세,3.인천광역시,계양구,102.1
2015,주택-월세,3.인천광역시,남동구,98.2
2016,주택-월세,3.인천광역시,남동구,98.3
2017,주택-월세,3.인천광역시,남동구,98.4
2018,주택-월세,3.인천광역시,남동구,98.4
2019,주택-월세,3.인천광역시,남동구,98
2020,주택-월세,3.인천광역시,남동구,98.3
2021,주택-월세,3.인천광역시,남동구,100.8
2015,주택-월세,3.인천광역시,동구,99.5
2016,주택-월세,3.인천광역시,동구,99.7
2017,주택-월세,3.인천광역시,동구,100
2018,주택-월세,3.인천광역시,동구,99.9
2019,주택-월세,3.인천광역시,동구,100
2020,주택-월세,3.인천광역시,동구,100
2021,주택-월세,3.인천광역시,동구,100.3
2015,주택-월세,3.인천광역시,미추홀구,101
2016,주택-월세,3.인천광역시,미추홀구,101
2017,주택-월세,3.인천광역시,미추홀구,100.9
2018,주택-월세,3.인천광역시,미추홀구,101
2019,주택-월세,3.인천광역시,미추홀구,100.2
2020,주택-월세,3.인천광역시,미추홀구,100.1
2021,주택-월세,3.인천광역시,미추홀구,101.7
2015,주택-월세,3.인천광역시,부평구,102.2
2016,주택-월세,3.인천광역시,부평구,102.3
2017,주택-월세,3.인천광역시,부평구,102.1
2018,주택-월세,3.인천광역시,부평구,102.1
2019,주택-월세,3.인천광역시,부평구,101.4
2020,주택-월세,3.인천광역시,부평구,100.5
2021,주택-월세,3.인천광역시,부평구,101
2015,주택-월세,3.인천광역시,서구,101.4
2016,주택-월세,3.인천광역시,서구,100.9
2017,주택-월세,3.인천광역시,서구,100.5
2018,주택-월세,3.인천광역시,서구,100.3
2019,주택-월세,3.인천광역시,서구,100.2
2020,주택-월세,3.인천광역시,서구,99.6
2021,주택-월세,3.인천광역시,서구,101.3
2015,주택-월세,3.인천광역시,연수구,94.6
2016,주택-월세,3.인천광역시,연수구,94.8
2017,주택-월세,3.인천광역시,연수구,94.8
2018,주택-월세,3.인천광역시,연수구,94.2
2019,주택-월세,3.인천광역시,연수구,92.6
2020,주택-월세,3.인천광역시,연수구,93.9
2021,주택-월세,3.인천광역시,연수구,110
2015,주택-월세,3.인천광역시,중구,101.6
2016,주택-월세,3.인천광역시,중구,101.2
2017,주택-월세,3.인천광역시,중구,101.1
2018,주택-월세,3.인천광역시,중구,101.2
2019,주택-월세,3.인천광역시,중구,100
2020,주택-월세,3.인천광역시,중구,99.1
2021,주택-월세,3.인천광역시,중구,100.4
2015,주택-월세,4.경기도,,101.2
2016,주택-월세,4.경기도,,100.7
2017,주택-월세,4.경기도,,100.5
2018,주택-월세,4.경기도,,100.5
2019,주택-월세,4.경기도,,99.9
2020,주택-월세,4.경기도,,99.7
2021,주택-월세,4.경기도,,101.8
2015,주택-월세,4.경기도,고양시,101.1
2016,주택-월세,4.경기도,고양시,101
2017,주택-월세,4.경기도,고양시,101
2018,주택-월세,4.경기도,고양시,101
2019,주택-월세,4.경기도,고양시,101
2020,주택-월세,4.경기도,고양시,100.4
2021,주택-월세,4.경기도,고양시,102.4
2015,주택-월세,4.경기도,과천시,102.4
2016,주택-월세,4.경기도,과천시,101.1
2017,주택-월세,4.경기도,과천시,101.5
2018,주택-월세,4.경기도,과천시,100.3
2019,주택-월세,4.경기도,과천시,98.1
2020,주택-월세,4.경기도,과천시,99.4
2021,주택-월세,4.경기도,과천시,101.5
2015,주택-월세,4.경기도,광명시,104.2
2016,주택-월세,4.경기도,광명시,103
2017,주택-월세,4.경기도,광명시,101.4
2018,주택-월세,4.경기도,광명시,101.3
2019,주택-월세,4.경기도,광명시,101
2020,주택-월세,4.경기도,광명시,100.2
2021,주택-월세,4.경기도,광명시,100.9
2015,주택-월세,4.경기도,광주시,98.8
2016,주택-월세,4.경기도,광주시,98.9
2017,주택-월세,4.경기도,광주시,98.9
2018,주택-월세,4.경기도,광주시,98.8
2019,주택-월세,4.경기도,광주시,98.8
2020,주택-월세,4.경기도,광주시,98.7
2021,주택-월세,4.경기도,광주시,102.1
2015,주택-월세,4.경기도,구리시,100.7
2016,주택-월세,4.경기도,구리시,100.1
2017,주택-월세,4.경기도,구리시,99.9
2018,주택-월세,4.경기도,구리시,100.3
2019,주택-월세,4.경기도,구리시,100.5
2020,주택-월세,4.경기도,구리시,99.5
2021,주택-월세,4.경기도,구리시,101.5
2015,주택-월세,4.경기도,군포시,103.5
2016,주택-월세,4.경기도,군포시,100.9
2017,주택-월세,4.경기도,군포시,100.6
2018,주택-월세,4.경기도,군포시,100.7
2019,주택-월세,4.경기도,군포시,101
2020,주택-월세,4.경기도,군포시,100.3
2021,주택-월세,4.경기도,군포시,101
2015,주택-월세,4.경기도,김포시,100.2
2016,주택-월세,4.경기도,김포시,100
2017,주택-월세,4.경기도,김포시,100.4
2018,주택-월세,4.경기도,김포시,100.4
2019,주택-월세,4.경기도,김포시,100.5
2020,주택-월세,4.경기도,김포시,100.2
2021,주택-월세,4.경기도,김포시,103.1
2015,주택-월세,4.경기도,남양주시,99.1
2016,주택-월세,4.경기도,남양주시,98.3
2017,주택-월세,4.경기도,남양주시,97.8
2018,주택-월세,4.경기도,남양주시,97.6
2019,주택-월세,4.경기도,남양주시,97.4
2020,주택-월세,4.경기도,남양주시,97.4
2021,주택-월세,4.경기도,남양주시,101.6
2015,주택-월세,4.경기도,동두천시,99.9
2016,주택-월세,4.경기도,동두천시,99.1
2017,주택-월세,4.경기도,동두천시,99.1
2018,주택-월세,4.경기도,동두천시,99
2019,주택-월세,4.경기도,동두천시,98.3
2020,주택-월세,4.경기도,동두천시,98
2021,주택-월세,4.경기도,동두천시,101.6
2015,주택-월세,4.경기도,부천시,99.8
2016,주택-월세,4.경기도,부천시,99.6
2017,주택-월세,4.경기도,부천시,99.5
2018,주택-월세,4.경기도,부천시,99.5
2019,주택-월세,4.경기도,부천시,99.5
2020,주택-월세,4.경기도,부천시,99.4
2021,주택-월세,4.경기도,부천시,99.9
2015,주택-월세,4.경기도,성남시,99.6
2016,주택-월세,4.경기도,성남시,99.1
2017,주택-월세,4.경기도,성남시,98.7
2018,주택-월세,4.경기도,성남시,99.2
2019,주택-월세,4.경기도,성남시,99.4
2020,주택-월세,4.경기도,성남시,99.5
2021,주택-월세,4.경기도,성남시,100.3
2015,주택-월세,4.경기도,수원시,101.3
2016,주택-월세,4.경기도,수원시,100.9
2017,주택-월세,4.경기도,수원시,100.8
2018,주택-월세,4.경기도,수원시,101
2019,주택-월세,4.경기도,수원시,99.8
2020,주택-월세,4.경기도,수원시,99.8
2021,주택-월세,4.경기도,수원시,102
2015,주택-월세,4.경기도,시흥시,101.7
2016,주택-월세,4.경기도,시흥시,100.8
2017,주택-월세,4.경기도,시흥시,100.7
2018,주택-월세,4.경기도,시흥시,101.1
2019,주택-월세,4.경기도,시흥시,100.9
2020,주택-월세,4.경기도,시흥시,100.8
2021,주택-월세,4.경기도,시흥시,105.6
2015,주택-월세,4.경기도,안산시,101.9
2016,주택-월세,4.경기도,안산시,101
2017,주택-월세,4.경기도,안산시,100.8
2018,주택-월세,4.경기도,안산시,101.4
2019,주택-월세,4.경기도,안산시,100.9
2020,주택-월세,4.경기도,안산시,100.3
2021,주택-월세,4.경기도,안산시,102.4
2015,주택-월세,4.경기도,안성시,100.9
2016,주택-월세,4.경기도,안성시,100.8
2017,주택-월세,4.경기도,안성시,100.8
2018,주택-월세,4.경기도,안성시,100.2
2019,주택-월세,4.경기도,안성시,100.2
2020,주택-월세,4.경기도,안성시,99.9
2021,주택-월세,4.경기도,안성시,105.5
2015,주택-월세,4.경기도,안양시,101.5
2016,주택-월세,4.경기도,안양시,100
2017,주택-월세,4.경기도,안양시,99.7
2018,주택-월세,4.경기도,안양시,99.8
2019,주택-월세,4.경기도,안양시,100
2020,주택-월세,4.경기도,안양시,100
2021,주택-월세,4.경기도,안양시,100.5
2015,주택-월세,4.경기도,양주시,102.9
2016,주택-월세,4.경기도,양주시,101.9
2017,주택-월세,4.경기도,양주시,101.8
2018,주택-월세,4.경기도,양주시,101.8
2019,주택-월세,4.경기도,양주시,100.6
2020,주택-월세,4.경기도,양주시,99.3
2021,주택-월세,4.경기도,양주시,100.8
2015,주택-월세,4.경기도,여주시,99.6
2016,주택-월세,4.경기도,여주시,99.6
2017,주택-월세,4.경기도,여주시,99.8
2018,주택-월세,4.경기도,여주시,99.8
2019,주택-월세,4.경기도,여주시,99.8
2020,주택-월세,4.경기도,여주시,99.9
2021,주택-월세,4.경기도,여주시,100.8
2015,주택-월세,4.경기도,오산시,103.7
2016,주택-월세,4.경기도,오산시,104.1
2017,주택-월세,4.경기도,오산시,104.2
2018,주택-월세,4.경기도,오산시,102.4
2019,주택-월세,4.경기도,오산시,100.3
2020,주택-월세,4.경기도,오산시,99.7
2021,주택-월세,4.경기도,오산시,104.2
2015,주택-월세,4.경기도,용인시,102
2016,주택-월세,4.경기도,용인시,101.7
2017,주택-월세,4.경기도,용인시,101.7
2018,주택-월세,4.경기도,용인시,101.3
2019,주택-월세,4.경기도,용인시,99.8
2020,주택-월세,4.경기도,용인시,99.5
2021,주택-월세,4.경기도,용인시,101.3
2015,주택-월세,4.경기도,의왕시,99.8
2016,주택-월세,4.경기도,의왕시,99.6
2017,주택-월세,4.경기도,의왕시,99.5
2018,주택-월세,4.경기도,의왕시,99.6
2019,주택-월세,4.경기도,의왕시,100.3
2020,주택-월세,4.경기도,의왕시,99.2
2021,주택-월세,4.경기도,의왕시,102.5
2015,주택-월세,4.경기도,의정부시,100.9
2016,주택-월세,4.경기도,의정부시,100
2017,주택-월세,4.경기도,의정부시,100
2018,주택-월세,4.경기도,의정부시,99.9
2019,주택-월세,4.경기도,의정부시,99.8
2020,주택-월세,4.경기도,의정부시,99.5
2021,주택-월세,4.경기도,의정부시,102
2015,주택-월세,4.경기도,이천시,99.8
2016,주택-월세,4.경기도,이천시,100.1
2017,주택-월세,4.경기도,이천시,100.2
2018,주택-월세,4.경기도,이천시,100.1
2019,주택-월세,4.경기도,이천시,100
2020,주택-월세,4.경기도,이천시,100.1
2021,주택-월세,4.경기도,이천시,101.3
2015,주택-월세,4.경기도,파주시,103.7
2016,주택-월세,4.경기도,파주시,103.3
2017,주택-월세,4.경기도,파주시,103.3
2018,주택-월세,4.경기도,파주시,101.6
2019,주택-월세,4.경기도,파주시,101
2020,주택-월세,4.경기도,파주시,100.1
2021,주택-월세,4.경기도,파주시,101.9
2015,주택-월세,4.경기도,평택시,102.5
2016,주택-월세,4.경기도,평택시,102.7
2017,주택-월세,4.경기도,평택시,102.6
2018,주택-월세,4.경기도,평택시,103.1
2019,주택-월세,4.경기도,평택시,98.3
2020,주택-월세,4.경기도,평택시,98.8
2021,주택-월세,4.경기도,평택시,103.6
2015,주택-월세,4.경기도,포천시,100.4
2016,주택-월세,4.경기도,포천시,99.6
2017,주택-월세,4.경기도,포천시,99.8
2018,주택-월세,4.경기도,포천시,100
2019,주택-월세,4.경기도,포천시,100.1
2020,주택-월세,4.경기도,포천시,100
2021,주택-월세,4.경기도,포천시,100.9
2015,주택-월세,4.경기도,하남시,98.1
2016,주택-월세,4.경기도,하남시,97.7
2017,주택-월세,4.경기도,하남시,97.1
2018,주택-월세,4.경기도,하남시,98.7
2019,주택-월세,4.경기도,하남시,96.2
2020,주택-월세,4.경기도,하남시,100.3
2021,주택-월세,4.경기도,하남시,101.7
2015,주택-월세,4.경기도,화성시,103.7
2016,주택-월세,4.경기도,화성시,102.8
2017,주택-월세,4.경기도,화성시,102.1
2018,주택-월세,4.경기도,화성시,102.6
2019,주택-월세,4.경기도,화성시,101
2020,주택-월세,4.경기도,화성시,100
2021,주택-월세,4.경기도,화성시,101.8
2003,아파트-전세,0.전국,,49.2
2004,아파트-전세,0.전국,,47.5
2005,아파트-전세,0.전국,,50.4
2006,아파트-전세,0.전국,,54.4
2007,아파트-전세,0.전국,,55.9
2008,아파트-전세,0.전국,,56.9
2009,아파트-전세,0.전국,,59.3
2010,아파트-전세,0.전국,,64.3
2011,아파트-전세,0.전국,,74.2
2012,아파트-전세,0.전국,,75.6
2013,아파트-전세,0.전국,,80.7
2014,아파트-전세,0.전국,,84.9
2015,아파트-전세,0.전국,,90.8
2016,아파트-전세,0.전국,,92.5
2017,아파트-전세,0.전국,,93
2018,아파트-전세,0.전국,,90.4
2019,아파트-전세,0.전국,,88.8
2020,아파트-전세,0.전국,,95.3
2021,아파트-전세,0.전국,,104.4
2003,아파트-전세,1.수도권,,45.4
2004,아파트-전세,1.수도권,,42.7
2005,아파트-전세,1.수도권,,46.1
2006,아파트-전세,1.수도권,,51.5
2007,아파트-전세,1.수도권,,53
2008,아파트-전세,1.수도권,,53.2
2009,아파트-전세,1.수도권,,56
2010,아파트-전세,1.수도권,,60
2011,아파트-전세,1.수도권,,68
2012,아파트-전세,1.수도권,,68.1
2013,아파트-전세,1.수도권,,73.8
2014,아파트-전세,1.수도권,,79
2015,아파트-전세,1.수도권,,87
2016,아파트-전세,1.수도권,,89.5
2017,아파트-전세,1.수도권,,90.9
2018,아파트-전세,1.수도권,,88.7
2019,아파트-전세,1.수도권,,87.8
2020,아파트-전세,1.수도권,,95.2
2021,아파트-전세,1.수도권,,105.3
2003,아파트-전세,2.서울특별시,,46.2
2004,아파트-전세,2.서울특별시,,44.1
2005,아파트-전세,2.서울특별시,,46.6
2006,아파트-전세,2.서울특별시,,52.1
2007,아파트-전세,2.서울특별시,,53.6
2008,아파트-전세,2.서울특별시,,53
2009,아파트-전세,2.서울특별시,,57.1
2010,아파트-전세,2.서울특별시,,61.3
2011,아파트-전세,2.서울특별시,,69.2
2012,아파트-전세,2.서울특별시,,69.2
2013,아파트-전세,2.서울특별시,,75.5
2014,아파트-전세,2.서울특별시,,79.5
2015,아파트-전세,2.서울특별시,,88.1
2016,아파트-전세,2.서울특별시,,90.5
2017,아파트-전세,2.서울특별시,,92.7
2018,아파트-전세,2.서울특별시,,92.7
2019,아파트-전세,2.서울특별시,,92
2020,아파트-전세,2.서울특별시,,97.2
2021,아파트-전세,2.서울특별시,,103.5
2003,아파트-전세,2.서울특별시,종로구,55.2
2004,아파트-전세,2.서울특별시,종로구,55.2
2005,아파트-전세,2.서울특별시,종로구,56
2006,아파트-전세,2.서울특별시,종로구,60.2
2007,아파트-전세,2.서울특별시,종로구,62.2
2008,아파트-전세,2.서울특별시,종로구,63.1
2009,아파트-전세,2.서울특별시,종로구,65.6
2010,아파트-전세,2.서울특별시,종로구,68.2
2011,아파트-전세,2.서울특별시,종로구,75.6
2012,아파트-전세,2.서울특별시,종로구,76.6
2013,아파트-전세,2.서울특별시,종로구,80.4
2014,아파트-전세,2.서울특별시,종로구,82.8
2015,아파트-전세,2.서울특별시,종로구,86.9
